Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount,Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Total Claim Amount,Policy Type,Vehicle Class,Customer,State,Customer Lifetime Value,Education,Gender,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Total Claim Amount,Vehicle Class
FI92440,WA,F,High School or Below,3219660.04%,91375.0,99.0,1/0/00,Personal Auto,Two-Door Car,72.632934,KP54476,California,M,Master,778048.93%,87128.0,97.0,1/0/00,495.612777,Personal Auto,Two-Door Car,DJ93289,California,4887.344366,High School or Below,F,66707,61,0,Personal Auto,71.980757,Two-Door Car
YG85980,Nevada,F,High School or Below,679377.41%,22250.0,86.0,1/0/00,Personal Auto,Two-Door Car,720.601429,AI47152,Nevada,F,College,799277.91%,35434.0,66.0,1/0/00,297.051768,Personal Auto,Four-Door Car,AC40767,Washington,2497.808174,Bachelor,M,68041,64,0,Personal Auto,165.570243,Two-Door Car
QM74621,Oregon,M,Bachelor,527231.97%,0.0,80.0,1/0/00,Personal Auto,Four-Door Car,576.0,BU15334,California,F,Master,417068.73%,29462.0,107.0,1/1/00,513.6,Corporate Auto,SUV,GA79817,Arizona,2369.111588,Bachelor,M,0,65,0,Corporate Auto,468.0,Four-Door Car
EI71732,Oregon,F,Doctor,626534.33%,0.0,84.0,1/1/00,Personal Auto,Four-Door Car,481.025786,GD59796,Nevada,F,College,2322823.67%,53243.0,102.0,1/3/00,489.6,Personal Auto,Four-Door Car,QH62059,California,4490.597249,Bachelor,M,0,64,1,Personal Auto,307.2,Four-Door Car
VN79010,Cali,F,High School or Below,854758.61%,51179.0,71.0,1/0/00,Corporate Auto,Four-Door Car,466.176731,OX59701,California,M,High School or Below,544581.70%,21006.0,139.0,1/1/00,667.2,Personal Auto,SUV,ZS35053,Arizona,3719.247732,High School or Below,M,40968,97,1,Personal Auto,465.6,Four-Door Car
FI61723,Cali,M,Bachelor,278742.37%,38667.0,72.0,1/0/00,Personal Auto,Four-Door Car,159.266473,OD63728,California,F,College,455849.84%,0.0,65.0,1/0/00,312.0,Personal Auto,Two-Door Car,II37804,Nevada,4198.030023,Bachelor,M,39913,106,0,Personal Auto,344.765129,SUV
OH55411,Cali,F,Master,462680.11%,79487.0,114.0,1/0/00,Corporate Auto,SUV,547.2,JC38573,Oregon,M,Bachelor,552821.28%,36088.0,72.0,1/0/00,345.6,Corporate Auto,Four-Door Car,GE63585,California,2420.711888,Bachelor,M,31710,62,0,Corporate Auto,199.551735,Two-Door Car
TF10720,Nevada,F,Doctor,866336.40%,67763.0,107.0,1/2/00,Personal Auto,Four-Door Car,41.283167,RC11491,Oregon,F,College,1039066.65%,28948.0,131.0,1/0/00,295.83086,Corporate Auto,SUV,UV86903,California,4462.997006,Bachelor,F,0,73,3,Personal Auto,350.4,Two-Door Car
NW30838,Nevada,M,High School or Below,387222.22%,0.0,62.0,1/2/00,Corporate Auto,Four-Door Car,503.808329,RZ24101,Nevada,F,College,714254.91%,24417.0,185.0,1/0/00,888.0,Personal Auto,SUV,JL71713,California,6291.655714,Bachelor,F,89113,78,0,Personal Auto,219.362643,Four-Door Car
CB58476,Oregon,F,College,517081.15%,0.0,71.0,1/0/00,Corporate Auto,Four-Door Car,859.599411,OB88698,Oregon,M,High School or Below,546954.30%,67099.0,69.0,1/0/00,22.995594,Personal Auto,Two-Door Car,DO60145,Arizona,4270.034394,College,M,0,122,0,Personal Auto,725.870693,SUV
WI69346,Cali,F,Master,896028.02%,71943.0,112.0,1/0/00,Corporate Auto,SUV,305.653785,IK92617,Oregon,F,Bachelor,1162873.40%,97830.0,96.0,1/0/00,298.362415,Personal Auto,Four-Door Car,FC59209,California,2460.665175,Bachelor,F,0,67,0,Personal Auto,321.6,Four-Door Car
FS76657,Oregon,F,College,547183.43%,53526.0,68.0,1/0/00,Personal Auto,Four-Door Car,278.902846,YH43996,AZ,M,College,1018965.43%,0.0,101.0,1/0/00,727.2,Personal Auto,Four-Door Car,XQ74827,Arizona,19435.62924,High School or Below,F,38688,249,0,Special Auto,2294.631639,Luxury Car
YX89016,Oregon,M,College,3493100.17%,35005.0,295.0,1/0/00,Personal Auto,Luxury Car,1416.0,BJ65040,AZ,F,High School or Below,273343.19%,93558.0,67.0,1/0/00,478.234236,Personal Auto,Four-Door Car,EY13576,Oregon,7374.077921,College,F,0,110,4,Personal Auto,528.0,SUV
PK28821,Cali,M,College,262039.23%,24721.0,67.0,1/0/00,Personal Auto,Four-Door Car,139.963594,WY57101,AZ,F,Doctor,401445.31%,37384.0,99.0,1/0/00,475.2,Personal Auto,Four-Door Car,US82810,California,18269.53692,Bachelor,F,0,127,0,Corporate Auto,609.6,SUV
MB51200,WA,M,College,1906949.95%,0.0,102.0,1/2/00,Personal Auto,Four-Door Car,734.4,OG77759,AZ,M,Bachelor,711953.19%,28227.0,62.0,1/0/00,551.28213,Personal Auto,Four-Door Car,RC61383,Oregon,11925.71535,High School or Below,M,28014,104,0,Personal Auto,631.594469,SUV
XG44587,Arizona,M,Master,575744.23%,88997.0,72.0,1/0/00,Personal Auto,Four-Door Car,174.041566,HN38084,Nevada,M,High School or Below,1177279.07%,51008.0,74.0,1/0/00,355.2,Corporate Auto,Two-Door Car,PO80505,Nevada,4223.274671,College,F,14170,109,0,Personal Auto,523.2,SUV
FG91922,Arizona,M,Master,4022401.36%,48587.0,111.0,1/0/00,Personal Auto,SUV,532.8,GD11927,California,M,High School or Below,238179.08%,78185.0,61.0,1/0/00,292.8,Personal Auto,Four-Door Car,MD17521,Oregon,10298.38586,High School or Below,M,64825,129,0,Personal Auto,359.484342,SUV
OM99303,Arizona,F,High School or Below,270148.83%,76310.0,67.0,1/0/00,Personal Auto,Two-Door Car,321.6,MC20349,California,F,Bachelor,520835.39%,0.0,74.0,1/0/00,532.8,Personal Auto,Four-Door Car,YV93921,California,5229.741907,Bachelor,M,77357,67,0,Personal Auto,29.884537,Four-Door Car
RV67546,Cali,M,Bachelor,371243.05%,73205.0,92.0,1/0/00,Personal Auto,Four-Door Car,37.299865,HM22034,Nevada,M,College,501872.79%,0.0,68.0,1/0/00,670.47746,Personal Auto,Four-Door Car,JP64518,Nevada,2402.81597,Bachelor,M,21629,62,0,Corporate Auto,298.626189,Two-Door Car
UJ79253,Oregon,F,College,2185084.00%,51056.0,78.0,1/0/00,Personal Auto,Four-Door Car,95.816516,KH48996,AZ,F,Bachelor,1190054.48%,97205.0,100.0,1/2/00,5.573179,Personal Auto,Sports Car,OI98135,Washington,3933.813993,High School or Below,M,25927,103,0,Personal Auto,674.973614,SUV
PN98247,Cali,M,College,784016.58%,58414.0,210.0,1/2/00,Personal Auto,Luxury SUV,1008.0,VF32979,Washington,F,Bachelors,580017.19%,25472.0,73.0,1/0/00,350.4,Corporate Auto,Four-Door Car,XS97845,Oregon,4299.838835,College,M,44388,113,1,Personal Auto,496.843023,Four-Door Car
IB67546,Cali,F,Bachelor,823703.79%,23940.0,107.0,1/0/00,Personal Auto,SUV,513.6,LS90887,California,F,Bachelor,567438.12%,26225.0,72.0,1/1/00,320.777404,Special Auto,Four-Door Car,DL20327,Oregon,7635.554626,College,F,54539,63,0,Personal Auto,287.453171,Four-Door Car
OE19087,Cali,F,High School or Below,224347.39%,0.0,62.0,1/0/00,Personal Auto,Four-Door Car,446.4,EN72010,Oregon,M,College,727143.40%,20545.0,70.0,1/0/00,336.0,Personal Auto,Two-Door Car,GD86131,California,2722.210707,College,F,17576,71,0,Corporate Auto,398.502948,Four-Door Car
CM95716,Cali,M,Bachelor,843446.41%,44216.0,71.0,1/0/00,Personal Auto,Four-Door Car,72.205362,KH44031,Oregon,F,Master,316449.40%,0.0,83.0,1/0/00,398.4,Personal Auto,Four-Door Car,ID21061,Arizona,7291.599536,Master,F,84629,90,0,Personal Auto,411.671832,Four-Door Car
MW62634,Cali,M,High School or Below,222707.28%,27972.0,61.0,1/0/00,Corporate Auto,Four-Door Car,292.8,GJ47896,AZ,F,College,266103.34%,35503.0,67.0,1/0/00,216.173135,Personal Auto,Two-Door Car,EN65835,Arizona,58753.88046,Bachelor,F,24964,185,0,Personal Auto,888.0,SUV
QW67581,Arizona,F,High School or Below,517002.60%,0.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.2,GD87742,Oregon,F,College,1414055.89%,58988.0,118.0,1/0/00,566.4,Personal Auto,Sports Car,BE65350,Oregon,5261.037541,High School or Below,F,43573,66,0,Personal Auto,409.684798,Two-Door Car
SN16059,Cali,F,Master,264144.61%,29305.0,66.0,1/0/00,Personal Auto,Four-Door Car,475.2,MD14027,Nevada,F,Bachelor,765422.71%,0.0,74.0,1/1/00,355.2,Personal Auto,Two-Door Car,GI82721,Arizona,16938.29858,College,F,0,69,0,Corporate Auto,340.780156,Four-Door Car
OE51254,Cali,F,College,279068.30%,53882.0,69.0,1/0/00,Personal Auto,Four-Door Car,331.2,XA32915,Nevada,M,High School or Below,219973.95%,0.0,64.0,1/0/00,685.456738,Personal Auto,Two-Door Car,YR84813,Oregon,10575.94816,College,M,0,105,0,Special Auto,756.0,Four-Door Car
RM42344,Oregon,M,College,274512.98%,91757.0,69.0,1/1/00,Personal Auto,Four-Door Car,331.2,XR52852,Oregon,F,College,200435.07%,0.0,66.0,1/4/00,316.8,Special Auto,Four-Door Car,JZ28301,Oregon,5552.331515,College,F,35011,70,0,Personal Auto,215.728468,Four-Door Car
GB35238,Cali,F,Bachelor,757953.27%,33906.0,64.0,1/0/00,Personal Auto,Two-Door Car,401.592109,EZ48947,Nevada,M,College,1311111.32%,67197.0,111.0,1/0/00,147.948783,Special Auto,SUV,HL40930,Oregon,7150.225367,Bachelor,M,63651,92,0,Personal Auto,224.711836,Four-Door Car
ML82674,Oregon,M,Bachelor,1097878.03%,68158.0,139.0,1/1/00,Personal Auto,SUV,253.183568,OJ50322,Nevada,M,High School or Below,1576260.35%,39032.0,198.0,1/0/00,950.4,Personal Auto,SUV,HL33607,Washington,8717.049833,College,M,83846,74,3,Personal Auto,355.2,Four-Door Car
EI85244,Cali,M,College,825506.01%,0.0,134.0,1/3/00,Personal Auto,SUV,643.2,XB77333,Oregon,F,College,1319792.89%,0.0,68.0,1/3/00,326.4,Personal Auto,Four-Door Car,WU21638,California,6847.588918,Bachelor,M,0,191,0,Personal Auto,1317.008182,Luxury SUV
DE28132,Oregon,M,College,474773.46%,42165.0,123.0,1/0/00,Corporate Auto,SUV,799.673766,QB58745,California,M,High School or Below,278753.98%,34927.0,70.0,1/0/00,242.491357,Personal Auto,Two-Door Car,AG32304,Nevada,5418.726537,College,F,39133,67,0,Personal Auto,90.524457,Four-Door Car
TV25678,WA,M,College,354090.43%,0.0,101.0,1/0/00,Personal Auto,SUV,727.2,IG62421,Nevada,M,Doctor,343613.43%,30817.0,88.0,1/0/00,91.834668,Personal Auto,Four-Door Car,JX26859,California,3528.044252,Doctor,M,31278,92,4,Personal Auto,441.6,Two-Door Car
TY26512,Cali,M,Doctor,343613.43%,30817.0,88.0,1/0/00,Personal Auto,Four-Door Car,91.834668,SF29724,California,F,Bachelor,271336.80%,31535.0,70.0,1/0/00,90.525716,Personal Auto,Four-Door Car,KC75958,California,16468.22079,High School or Below,F,0,63,0,Personal Auto,685.12694,Four-Door Car
OB69153,Cali,M,Bachelor,258218.53%,68074.0,65.0,1/0/00,Personal Auto,Four-Door Car,27.987867,WM95454,California,F,Bachelor,286731.22%,23376.0,78.0,1/0/00,374.4,Personal Auto,Four-Door Car,ZV32968,Oregon,7285.030983,High School or Below,M,44788,61,0,Personal Auto,386.031248,Four-Door Car
QZ77637,Washington,F,College,1166509.78%,84978.0,35353.0,1/1/00,Corporate Auto,Four-Door Car,166.77296,CB96381,California,F,College,1459024.58%,46244.0,62.0,1/0/00,255.285875,Corporate Auto,Four-Door Car,GU45597,Oregon,16963.83934,Bachelor,F,0,117,0,Corporate Auto,561.6,SUV
XN41715,Cali,F,Master,739628.37%,71135.0,92.0,1/1/00,Personal Auto,Four-Door Car,270.563995,MJ60422,AZ,M,Bachelor,665247.45%,34886.0,84.0,1/0/00,403.2,Personal Auto,Two-Door Car,SO95845,California,5807.659307,College,F,62447,74,0,Personal Auto,133.977857,Two-Door Car
QR15857,Cali,F,College,433079.98%,0.0,61.0,1/0/00,Personal Auto,Two-Door Car,292.8,NC63295,AZ,M,High School or Below,244462.11%,0.0,66.0,1/0/00,316.8,Corporate Auto,Four-Door Car,GL32197,Oregon,5068.264582,College,M,31475,64,1,Personal Auto,22.962412,Four-Door Car
FL69363,Oregon,M,Master,907576.82%,37722.0,116.0,1/0/00,Personal Auto,Sports Car,158.077504,CM55703,Washington,F,College,289691.88%,33746.0,74.0,1/1/00,355.2,Personal Auto,Two-Door Car,SC11374,Nevada,8797.829644,College,F,80780,109,0,Corporate Auto,3.55,SUV
IS30295,Arizona,F,Bachelor,1463545.16%,0.0,139.0,1/0/00,Personal Auto,SUV,667.2,ZE76673,Oregon,M,Doctor,1097206.78%,24164.0,137.0,1/0/00,657.6,Personal Auto,Sports Car,RT29777,Oregon,4439.900652,Bachelor,F,88613,111,0,Personal Auto,359.36848,SUV
NL59519,Cali,F,College,1156568.75%,64642.0,96.0,1/0/00,Personal Auto,Four-Door Car,404.265696,WF34690,Oregon,F,Bachelor,1935737.20%,0.0,68.0,1/1/00,326.4,Personal Auto,Four-Door Car,MV41462,Arizona,5066.634057,Bachelor,F,35596,64,0,Personal Auto,307.2,Two-Door Car
ZU93025,Oregon,F,College,277104.50%,50071.0,71.0,1/0/00,Personal Auto,Two-Door Car,18.918935,ZM28138,AZ,F,Bachelor,722712.04%,40153.0,61.0,1/0/00,340.07498,Personal Auto,Four-Door Car,FM67585,California,5890.528762,High School or Below,M,76875,73,0,Personal Auto,17.375878,Four-Door Car
DK94262,Oregon,M,High School or Below,850712.88%,46754.0,106.0,1/1/00,Personal Auto,SUV,513.818403,FI14842,Nevada,F,College,785730.39%,0.0,104.0,1/0/00,499.2,Personal Auto,SUV,KG57925,California,2410.498573,Bachelor,M,41842,61,0,Corporate Auto,292.8,Two-Door Car
UQ30615,Cali,M,College,758211.38%,64801.0,64.0,1/0/00,Corporate Auto,Four-Door Car,268.471802,KC32511,Oregon,F,Master,518162.09%,97131.0,64.0,1/0/00,307.2,Personal Auto,Four-Door Car,IY24560,California,5288.240125,Bachelor,M,28884,72,1,Corporate Auto,518.4,Four-Door Car
OR40060,Arizona,M,Bachelor,332309.25%,70410.0,83.0,1/0/00,Personal Auto,Four-Door Car,131.828507,NE10467,AZ,F,High School or Below,428106.22%,23712.0,106.0,1/0/00,508.8,Corporate Auto,SUV,BV33510,Arizona,26413.54751,High School or Below,F,24631,83,1,Personal Auto,398.4,Four-Door Car
DK32872,Nevada,F,High School or Below,523433.17%,66957.0,131.0,1/1/00,Personal Auto,SUV,628.8,PT93474,Oregon,F,Bachelor,1151316.29%,0.0,64.0,1/0/00,307.2,Personal Auto,Four-Door Car,XA77673,Nevada,16236.47626,College,F,0,74,2,Personal Auto,680.753091,Four-Door Car
FA46418,Nevada,F,High School or Below,2470959.96%,24213.0,78.0,1/1/00,Personal Auto,Four-Door Car,374.4,RL74454,Nevada,F,Bachelor,514711.02%,33171.0,65.0,1/0/00,236.643695,Personal Auto,Four-Door Car,XN90861,Arizona,5534.576395,Bachelor,F,71560,69,0,Personal Auto,178.700204,Two-Door Car
ER19995,Washington,F,College,1778627.78%,99790.0,6464.0,1/0/00,Personal Auto,Four-Door Car,178.986788,DQ31994,Nevada,F,College,866349.76%,0.0,83.0,1/1/00,398.4,Corporate Auto,Four-Door Car,WS84995,Nevada,9202.638441,Master,M,0,80,0,Personal Auto,384.0,Four-Door Car
KI75855,Oregon,M,Master,255122.67%,79751.0,63.0,1/0/00,Personal Auto,Two-Door Car,392.235698,DN98431,Oregon,F,High School or Below,253532.17%,0.0,68.0,1/0/00,326.4,Corporate Auto,Four-Door Car,ZZ49347,Oregon,2592.437797,High School or Below,M,72421,65,0,Personal Auto,312.0,Four-Door Car
ND41876,Arizona,M,High School or Below,724771.37%,86122.0,182.0,1/1/00,Personal Auto,Luxury SUV,873.6,EV53200,Nevada,M,College,2150433.88%,60228.0,112.0,1/1/00,286.102971,Personal Auto,SUV,XX85323,Arizona,8019.856041,Master,F,54702,199,0,Personal Auto,955.2,SUV
PN21042,Arizona,M,Bachelor,453884.78%,82297.0,116.0,1/0/00,Personal Auto,Sports Car,0.382107,AJ89107,AZ,M,High School or Below,734932.85%,27072.0,93.0,1/0/00,565.336931,Personal Auto,Four-Door Car,JO64487,California,6943.741598,High School or Below,F,0,76,5,Special Auto,547.2,Four-Door Car
GJ43254,Washington,M,College,3164210.46%,89057.0,98.0,1/0/00,Corporate Auto,Two-Door Car,187.363583,WS25565,California,M,Master,850985.09%,26057.0,74.0,1/0/00,523.888845,Personal Auto,Four-Door Car,TO55363,Oregon,13367.86562,High School or Below,F,57335,67,0,Personal Auto,407.887715,Two-Door Car
AL46984,Cali,M,High School or Below,873042.20%,43259.0,73.0,1/0/00,Personal Auto,Four-Door Car,350.4,ZY33234,Nevada,F,High School or Below,429718.91%,66331.0,107.0,1/0/00,513.6,Personal Auto,Two-Door Car,UE67791,Arizona,5885.335302,College,M,0,67,3,Personal Auto,482.4,Two-Door Car
JP58047,Oregon,M,College,833273.06%,0.0,79.0,1/0/00,Personal Auto,Four-Door Car,379.2,PS69748,Washington,M,College,871704.98%,83846.0,74.0,1/3/00,355.2,Personal Auto,Four-Door Car,JN69287,California,3479.760165,High School or Below,M,35033,87,0,Personal Auto,490.638202,Two-Door Car
ZE85014,Cali,M,College,235774.70%,25064.0,62.0,1/0/00,Personal Auto,Four-Door Car,297.6,HL33607,Washington,M,College,871704.98%,83846.0,74.0,1/3/00,355.2,Personal Auto,Four-Door Car,AT55072,Arizona,9103.8997,College,M,65733,113,0,Personal Auto,684.948527,Four-Door Car
KU88219,Arizona,M,Master,463716.40%,25816.0,119.0,1/0/00,Personal Auto,Sports Car,571.2,DG90902,California,F,College,1747664.14%,45106.0,73.0,1/0/00,350.4,Personal Auto,Four-Door Car,LV34368,California,4813.284447,Bachelor,M,0,69,0,Special Auto,472.611522,Four-Door Car
UU98729,Cali,M,Bachelor,535719.27%,0.0,73.0,1/0/00,Personal Auto,Four-Door Car,350.853987,SW96063,AZ,F,Bachelor,1047989.97%,78435.0,130.0,1/0/00,553.61131,Personal Auto,SUV,QU40939,Arizona,9575.7578,College,F,0,88,0,Personal Auto,633.6,Four-Door Car
WS82822,Oregon,F,College,539197.10%,41662.0,69.0,1/0/00,Corporate Auto,Four-Door Car,217.973168,CP19929,California,F,Bachelor,224257.44%,0.0,63.0,1/1/00,453.6,Corporate Auto,Two-Door Car,IP94270,Arizona,13736.1325,Master,F,16181,181,0,Personal Auto,1261.319869,SUV
YB49933,Arizona,M,Bachelor,369414.05%,96170.0,92.0,1/0/00,Personal Auto,Four-Door Car,441.6,KR50062,Oregon,M,College,275445.68%,79507.0,70.0,1/3/00,442.199439,Personal Auto,Two-Door Car,KW33804,Nevada,8090.884414,High School or Below,M,86180,69,4,Personal Auto,48.051339,Four-Door Car
XC16387,Arizona,F,High School or Below,504041.24%,46072.0,64.0,1/0/00,Personal Auto,Four-Door Car,25.934064,CU19735,Arizona,M,High School or Below,804120.06%,44986.0,101.0,1/0/00,624.023564,Corporate Auto,SUV,IA42992,Arizona,8267.119555,High School or Below,M,36881,104,0,Special Auto,499.2,SUV
XJ96748,Arizona,F,High School or Below,2749542.19%,37931.0,99.0,1/0/00,Personal Auto,Four-Door Car,475.2,ST52914,Arizona,M,College,604291.19%,25899.0,79.0,1/0/00,568.8,Personal Auto,Two-Door Car,CZ19025,Oregon,2489.16729,High School or Below,F,47888,64,1,Personal Auto,545.083116,Four-Door Car
TM98684,Oregon,M,High School or Below,484228.50%,35127.0,62.0,1/0/00,Personal Auto,Four-Door Car,297.6,WQ68301,Oregon,M,Bachelor,282743.89%,13610.0,74.0,1/0/00,355.2,Personal Auto,Four-Door Car,EN54716,Oregon,2395.57,Doctor,F,21986,63,0,Personal Auto,333.696228,Two-Door Car
AY18433,Washington,F,High School or Below,2738281.89%,45473.0,76.0,1/0/00,Special Auto,Two-Door Car,188.938397,LR33381,Nevada,M,Doctor,2204185.64%,0.0,65.0,1/0/00,312.0,Personal Auto,Four-Door Car,UF27940,Washington,3863.309585,College,F,47199,100,3,Corporate Auto,480.0,SUV
DM74502,Nevada,F,College,522710.19%,93087.0,131.0,1/3/00,Corporate Auto,Sports Car,628.8,UR36912,California,M,Bachelor,279680.22%,77362.0,70.0,1/0/00,386.599797,Personal Auto,Two-Door Car,QD36118,Oregon,5173.485319,College,F,0,69,0,Personal Auto,331.2,Four-Door Car
FT56968,Arizona,M,High School or Below,259009.60%,22398.0,67.0,1/2/00,Personal Auto,Four-Door Car,321.6,SK46419,California,M,High School or Below,407284.94%,96443.0,102.0,1/0/00,489.6,Personal Auto,SUV,XI52305,California,4984.618655,Bachelor,M,86305,62,0,Personal Auto,80.73124,Four-Door Car
OX36896,Cali,M,High School or Below,1053607.80%,92983.0,87.0,1/1/00,Corporate Auto,Four-Door Car,153.205591,BY88757,California,M,Master,518246.23%,0.0,135.0,1/1/00,939.528475,Personal Auto,SUV,HZ25580,Washington,2396.192355,High School or Below,F,39062,61,0,Corporate Auto,346.991025,Two-Door Car
BZ65376,Arizona,M,Bachelor,858127.87%,27689.0,239.0,1/2/00,Personal Auto,Luxury SUV,2893.239678,ER65086,Nevada,M,Doctor,613166.32%,90778.0,76.0,1/0/00,62.291009,Personal Auto,Four-Door Car,JY97451,California,2631.87754,College,F,16976,69,0,Personal Auto,238.952528,Four-Door Car
LN34660,Cali,F,College,946311.33%,69654.0,118.0,1/0/00,Corporate Auto,SUV,629.532731,TP87527,California,F,High School or Below,239213.11%,0.0,65.0,1/0/00,361.181122,Corporate Auto,Four-Door Car,US78266,California,6993.838856,High School or Below,F,0,65,2,Corporate Auto,468.0,Four-Door Car
JC29295,Cali,F,Bachelor,1344100.64%,80744.0,111.0,1/0/00,Personal Auto,SUV,361.284757,VL80291,Nevada,F,Master,320966.30%,78494.0,79.0,1/0/00,122.305677,Personal Auto,Two-Door Car,SX25962,Arizona,15055.53836,College,M,83283,193,1,Personal Auto,273.702709,Luxury Car
KJ87930,Cali,F,Bachelor,388650.48%,0.0,112.0,1/0/00,Corporate Auto,SUV,1185.988301,WL45773,California,F,Doctor,280860.60%,83497.0,69.0,1/0/00,196.523187,Special Auto,Four-Door Car,XQ12791,California,3401.881747,High School or Below,M,41972,86,0,Personal Auto,691.709371,Four-Door Car
XT36360,Arizona,F,High School or Below,678489.37%,0.0,64.0,1/1/00,Personal Auto,Four-Door Car,460.8,TT36693,Nevada,M,College,436293.12%,58842.0,110.0,1/0/00,528.0,Personal Auto,Four-Door Car,EU59853,California,4126.61326,College,M,34080,107,1,Personal Auto,220.644418,Four-Door Car
IX35050,Arizona,M,Bachelor,2359468.02%,76358.0,66.0,1/0/00,Special Auto,Four-Door Car,86.461582,PT12544,Arizona,M,College,688046.89%,63935.0,87.0,1/0/00,221.61885,Personal Auto,Four-Door Car,QR21417,California,4462.997006,Bachelor,F,0,73,3,Corporate Auto,350.4,Two-Door Car
UN97379,Oregon,M,Bachelor,253862.63%,18608.0,71.0,1/0/00,Corporate Auto,Four-Door Car,340.8,CI24326,Oregon,M,Bachelor,359106.67%,0.0,96.0,1/0/00,460.8,Personal Auto,Four-Door Car,CI27304,California,9320.090224,College,M,40269,81,2,Personal Auto,329.980754,Four-Door Car
MR57294,Cali,M,High School or Below,563994.20%,73168.0,70.0,1/0/00,Personal Auto,Four-Door Car,425.800112,YQ73717,California,M,High School or Below,520125.22%,0.0,69.0,1/0/00,331.2,Personal Auto,Four-Door Car,WJ52097,Oregon,3663.740198,Bachelor,F,61894,91,0,Corporate Auto,436.8,Four-Door Car
UG79499,Washington,M,Bachelor,1168137.43%,70930.0,99.0,1/0/00,Personal Auto,Four-Door Car,190.43446,FG99706,Oregon,F,College,552154.26%,0.0,77.0,1/0/00,369.6,Personal Auto,Four-Door Car,FT65961,California,4962.208409,College,F,23300,63,1,Corporate Auto,339.906034,Four-Door Car
UA50747,Washington,F,High School or Below,2599775.00%,62262.0,72.0,1/0/00,Corporate Auto,Four-Door Car,193.505325,OM63414,Arizona,F,Bachelor,507165.15%,62258.0,65.0,1/0/00,117.450428,Personal Auto,Two-Door Car,DP87594,Oregon,2816.758764,Bachelor,F,66023,70,0,Personal Auto,265.629611,Two-Door Car
GL20444,Nevada,F,Master,1377836.93%,91474.0,113.0,1/0/00,Corporate Auto,Two-Door Car,24.087774,JQ74890,Nevada,M,Bachelor,292168.14%,0.0,80.0,1/0/00,739.310493,Corporate Auto,Four-Door Car,KP96020,Arizona,4330.769101,Bachelor,F,39660,107,0,Corporate Auto,416.8496,Sports Car
SP58110,Cali,F,Bachelor,492318.17%,61469.0,63.0,1/5/00,Personal Auto,Four-Door Car,302.4,FP93662,California,F,Master,1580653.40%,58516.0,98.0,1/0/00,470.4,Corporate Auto,Two-Door Car,HQ15974,Nevada,8262.879764,College,F,0,76,1,Personal Auto,32.508635,Four-Door Car
XM91635,Arizona,F,High School or Below,227233.54%,16618.0,62.0,1/0/00,Special Auto,Four-Door Car,219.288706,SA40041,Washington,F,Bachelor,574988.38%,22814.0,73.0,1/0/00,360.773462,Personal Auto,Four-Door Car,VE98553,Oregon,4666.643522,Bachelor,M,60466,117,0,Personal Auto,784.186389,Four-Door Car
TV82603,Cali,F,Bachelor,1489539.80%,48081.0,188.0,1/0/00,Personal Auto,Luxury SUV,881.360959,EW82164,California,F,Bachelor,416741.96%,56901.0,104.0,1/0/00,499.2,Personal Auto,SUV,ME44353,Oregon,5876.054314,College,F,32848,74,0,Personal Auto,250.454012,Four-Door Car
BB82067,Oregon,M,Doctor,975604.50%,67632.0,121.0,1/0/00,Personal Auto,Sports Car,26.951627,KV99550,California,M,High School or Below,651495.40%,0.0,61.0,1/1/00,292.8,Personal Auto,Four-Door Car,AE62631,Oregon,8427.723769,Bachelor,M,20662,72,0,Personal Auto,373.324673,Two-Door Car
JP94676,Oregon,F,Bachelor,942297.41%,34115.0,119.0,1/0/00,Personal Auto,SUV,466.122541,CA96230,California,M,Doctor,918951.83%,99443.0,117.0,1/4/00,228.049424,Personal Auto,SUV,GX29162,Arizona,13023.9329,High School or Below,F,64985,108,0,Personal Auto,16.425514,Two-Door Car
VU53417,Arizona,M,High School or Below,383735.76%,23051.0,99.0,1/0/00,Personal Auto,Two-Door Car,475.2,QN17712,Oregon,F,College,823122.34%,0.0,113.0,1/0/00,373.073162,Personal Auto,SUV,LY69932,Oregon,8209.59982,High School or Below,M,68022,103,0,Personal Auto,494.4,Sports Car
IW54795,Cali,M,College,1095213.19%,23748.0,99.0,1/0/00,Personal Auto,Four-Door Car,607.095655,KM79894,Arizona,M,Master,309517.54%,88246.0,77.0,1/1/00,428.608683,Corporate Auto,Four-Door Car,YY74036,California,2464.238061,College,M,72834,65,3,Corporate Auto,91.941259,Four-Door Car
RN78170,Arizona,F,College,815913.66%,40589.0,69.0,1/0/00,Corporate Auto,Four-Door Car,331.2,KR25511,Washington,M,High School or Below,600521.48%,26876.0,76.0,1/0/00,364.8,Corporate Auto,Four-Door Car,DP92488,Washington,2727.520769,Doctor,F,74592,67,0,Personal Auto,321.6,Two-Door Car
